Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_MeanRatio
17.75,Regular,0.067639698,Baking Goods,187.624,Small,Tier 2,Supermarket Type1,1491.392,11,0.913831833552026
13.15,Low Fat,0.056516756,Soft Drinks,143.4812,Medium,Tier 1,Supermarket Type1,854.8872,14,0.8992170714163329
5.365,Regular,0.140213762,Seafood,173.7764,Small,Tier 2,Supermarket Type1,4637.9628,9,0.8745633911188619
13.1,Low Fat,0.006075007,Frozen Foods,187.5898,Small,Tier 2,Supermarket Type1,2432.1674,11,0.8426097334072564
7.075,Low Fat,0.022612742,Frozen Foods,97.0068,Small,Tier 2,Supermarket Type1,1944.136,11,0.913620934441174
9.3,Low Fat,0.066770664,Frozen Foods,180.5292,Small,Tier 2,Supermarket Type1,2189.1504,9,0.8485145620455481
12.3,Low Fat,0.186250852,Baking Goods,37.2874,Small,Tier 3,Grocery Store,176.437,15,1.47469519266626
16.2,Regular,0.016639482,Frozen Foods,95.8726,High,Tier 3,Supermarket Type1,1076.5986,26,0.9014170410550512
18.85,Low Fat,0.040599963,Household,244.0144,Small,Tier 2,Supermarket Type1,5635.3312,6,1.0035225899567368
8.01,Low Fat,0.070533748,Hard Drinks,34.2532,Medium,Tier 3,Supermarket Type2,467.3916,4,0.9020782872693237
15.85,Regular,0.01251245,Snack Foods,38.748,Small,Tier 1,Grocery Store,79.896,28,1.521999448051765
19.2,Regular,0.022807826,Fruits and Vegetables,183.495,Medium,Tier 3,Supermarket Type3,4577.375,28,0.9955180395373129
17.35,Regular,0.041474232,Frozen Foods,93.0804,Small,Tier 1,Supermarket Type1,826.9236,16,1.0010310629854253
7.05,Regular,0.055289464,Breads,222.5088,Medium,Tier 3,Supermarket Type3,7158.6816,28,0.8841848281378732
14.65,Low Fat,0.083698962,Household,163.4552,Medium,Tier 3,Supermarket Type2,2599.2832,4,0.8920229094715381
12.8,Low Fat,0.076045655,Fruits and Vegetables,96.541,Small,Tier 2,Supermarket Type1,3765.099,9,0.9997712862383841
10.3,Low Fat,0.116366304,Health and Hygiene,158.363,Medium,Tier 3,Supermarket Type3,4068.038,28,0.812459907212833
6.65,Low Fat,0.053279839,Canned,147.7734,Small,Tier 2,Supermarket Type1,2078.6276,9,0.9110397060033546
6.675,Low Fat,0.021648305,Household,35.6874,High,Tier 3,Supermarket Type1,952.7598,26,0.9987697023517831
6.69,Regular,0.037060755,Meat,176.837,Medium,Tier 3,Supermarket Type2,1411.496,4,0.8731206825344535
9.695,Regular,0.224607399,Baking Goods,223.1404,Small,Tier 1,Grocery Store,450.0808,28,1.5787120294447066
7.6,Regular,0.142699588,Starchy Foods,171.7448,Small,Tier 2,Supermarket Type1,4431.5648,11,0.9005163472781083
7.51,Low Fat,0.103726639,Snack Foods,110.6544,High,Tier 3,Supermarket Type1,1901.5248,26,0.997383053095854
17.25,Regular,0.158424516,Fruits and Vegetables,62.4194,Medium,Tier 3,Supermarket Type3,2291.0178,28,0.8377635363828444
5.305,Regular,0.08234117,Meat,185.7608,Small,Tier 1,Grocery Store,1470.0864,28,1.289706111964964
11.0,Regular,0.087847141,Frozen Foods,156.863,Small,Tier 1,Supermarket Type1,2972.797,16,1.0009390484925156
16.35,Low Fat,0.158562708,Household,194.711,Small,Tier 1,Grocery Store,196.411,28,1.4726519351467366
17.25,Regular,0.047458754,Snack Foods,95.8068,Medium,Tier 3,Supermarket Type2,1263.6884,4,0.8840726655575988
12.15,Low Fat,0.015385857,Frozen Foods,208.9928,Medium,Tier 3,Supermarket Type3,9678.0688,28,0.9943873953693959
8.52,Low Fat,0.047377447,Soft Drinks,150.6682,Small,Tier 1,Grocery Store,457.4046,28,1.4534989069091337
6.36,Low Fat,0.120443298,Fruits and Vegetables,45.406,High,Tier 3,Supermarket Type1,1118.544,26,0.998238350046204
11.15,Low Fat,0.032229348,Health and Hygiene,163.2526,High,Tier 3,Supermarket Type1,1480.0734,26,0.9981056976605762
14.5,Regular,0.127638966,Baking Goods,104.5332,Medium,Tier 3,Supermarket Type3,2563.33,28,0.8772009307026076
18.0,Low Fat,0.047473135,Household,170.5422,Small,Tier 2,Supermarket Type1,3103.9596,11,0.856163564125579
7.825,Regular,0.149986868,Frozen Foods,158.8288,Small,Tier 2,Supermarket Type1,1414.1592,9,0.9122940315905208
14.85,Low Fat,0.102065622,Household,254.2698,Small,Tier 3,Grocery Store,1775.6886,15,1.4737028784986517
9.0,Low Fat,0.114243048,Snack Foods,174.937,Small,Tier 1,Grocery Store,176.437,28,1.556183205625085
20.5,Regular,0.019183756,Frozen Foods,83.7592,High,Tier 3,Supermarket Type1,1403.5064,26,0.854530739271255
10.395,Low Fat,0.112324552,Snack Foods,60.622,Small,Tier 2,Supermarket Type1,778.986,11,1.0015022924200276
9.0,Low Fat,0.068153091,Soft Drinks,36.019,Small,Tier 1,Grocery Store,73.238,28,1.5817196007786183
13.3,Regular,0.071597469,Fruits and Vegetables,60.8536,Small,Tier 2,Supermarket Type1,918.804,11,1.001044632593426
8.975,Regular,0.052473797,Canned,83.6224,Medium,Tier 3,Supermarket Type3,3494.1184,28,0.90735652651952
19.35,Regular,0.076914745,Snack Foods,114.8518,Small,Tier 2,Supermarket Type1,1707.777,11,1.0011855200511186
16.5,Regular,0.079837509,Fruits and Vegetables,102.1332,Medium,Tier 1,Supermarket Type1,1743.0644,14,0.9000910000776801
5.63,Regular,0.024520854,Meat,102.8306,High,Tier 3,Supermarket Type1,1986.0814,26,0.9990345820053188
12.35,Low Fat,0.02678995,Canned,58.9246,Medium,Tier 3,Supermarket Type2,926.7936,4,1.0028871524113547
9.8,Low Fat,0.024432767,Health and Hygiene,116.4492,Small,Tier 2,Supermarket Type1,2780.3808,11,1.0010446340913366
5.305,Regular,0.047220268,Meat,181.9608,Medium,Tier 3,Supermarket Type2,2388.8904,4,0.7396089738368257
18.5,Regular,0.045534457,Dairy,146.3102,Medium,Tier 1,Supermarket Type1,3645.255,14,0.8832558595457967
10.695,Regular,0.106430271,Snack Foods,156.1972,Small,Tier 1,Supermarket Type1,1869.5664,16,1.0
6.525,Low Fat,0.090806457,Household,86.4882,Small,Tier 2,Supermarket Type1,1631.8758,6,0.8935130136328386
12.35,Regular,0.033813351,Meat,198.1426,Medium,Tier 1,Supermarket Type1,3757.1094,14,0.9040376744874363
7.935,Low Fat,0.031730739,Household,261.091,Small,Tier 2,Supermarket Type1,2366.919,9,0.8885748637994831
15.85,Regular,0.102262138,Meat,47.1744,Small,Tier 3,Grocery Store,90.5488,15,1.3530036880818104
5.615,Low Fat,0.1428732278,Health and Hygiene,121.973,Small,Tier 1,Supermarket Type1,2463.46,16,1.0
10.5,Low Fat,0.052511611,Frozen Foods,90.783,High,Tier 3,Supermarket Type1,1258.362,26,0.9988608922132319
17.2,Regular,0.056713056,Fruits and Vegetables,223.8088,Medium,Tier 3,Supermarket Type3,5592.72,28,0.838156184279302
8.85,Low Fat,0.053950661,Fruits and Vegetables,182.7292,Medium,Tier 1,Supermarket Type1,4925.5884,14,0.9994541278151582
13.1,Regular,0.044192372,Fruits and Vegetables,180.3318,Small,Tier 1,Supermarket Type1,2345.6134,16,0.9999146215135767
9.8,Low Fat,0.046958533,Baking Goods,101.3016,Medium,Tier 3,Supermarket Type3,2327.6368,28,0.9949340398791033
15.1,Low Fat,0.055829496,Household,140.2496,Small,Tier 2,Supermarket Type1,2681.8424,9,0.887461317339888
17.7,Regular,0.13498355,Starchy Foods,184.4924,High,Tier 3,Supermarket Type1,3146.5708,26,0.8074497235716409
14.65,Low Fat,0.1715866525,Fruits and Vegetables,49.7692,Small,Tier 2,Supermarket Type1,837.5764,11,1.0
16.35,Low Fat,0.032538896,Meat,165.7842,Small,Tier 1,Supermarket Type1,2652.5472,16,0.8984927355819708
19.85,Low Fat,0.005264755,Dairy,264.5884,Small,Tier 2,Supermarket Type1,5829.7448,6,0.9171940663903699
6.715,Regular,0.121832956,Baking Goods,43.5454,Small,Tier 2,Supermarket Type1,838.908,11,0.8819957792614012
20.85,Low Fat,0.037403973,Frozen Foods,192.5478,Small,Tier 1,Supermarket Type1,2906.217,16,0.8983548342838478
9.5,Regular,0.10400212,Canned,79.796,Medium,Tier 3,Supermarket Type3,4074.696,28,0.9956030446825508
17.1,Low Fat,0.054162439,Breads,85.3566,High,Tier 3,Supermarket Type1,1775.6886,26,0.8673964847348808
17.5,Low Fat,0.023876708,Frozen Foods,258.6304,Small,Tier 1,Grocery Store,516.6608,28,1.5785812785917643
17.85,Low Fat,0.065797601,Frozen Foods,147.805,Small,Tier 2,Supermarket Type1,1947.465,9,0.8809214404709959
19.6,Low Fat,0.047857804,Health and Hygiene,45.077,High,Tier 3,Supermarket Type1,605.878,26,0.8882701578081744
18.1,Low Fat,0.048703432,Household,125.9336,Medium,Tier 3,Supermarket Type3,7158.6816,28,0.996023228017656
12.5,Low Fat,0.006765149,Household,41.7112,Small,Tier 1,Supermarket Type1,383.5008,16,0.9998666504336632
15.85,Regular,0.06121988,Meat,45.6744,Small,Tier 2,Supermarket Type1,633.8416,11,0.8099842722232725
6.78,Regular,0.10183740299999999,Fruits and Vegetables,227.4694,Small,Tier 1,Supermarket Type1,3197.1716,16,1.0
19.6,Regular,0.041563696,Frozen Foods,47.6376,Small,Tier 2,Supermarket Type1,335.5632,9,0.9221155175132889
17.5,Low Fat,0.098457814,Soft Drinks,171.7738,Small,Tier 2,Supermarket Type1,2432.8332,6,0.8739195395038013
20.75,Low Fat,0.108930629,Snack Foods,160.9578,Small,Tier 2,Supermarket Type1,1444.1202,11,0.8318412515908227
12.85,Low Fat,0.03046847,Starchy Foods,254.704,Medium,Tier 3,Supermarket Type3,3036.048,28,0.9946576984756783
9.3,Low Fat,0.073288275,Hard Drinks,189.1846,Small,Tier 3,Grocery Store,382.1692,15,1.5045652538421694
17.75,Low Fat,0.097692448,Health and Hygiene,242.4196,Small,Tier 2,Supermarket Type1,5543.4508,9,0.8979759408838219
17.0,Low Fat,0.135944247,Fruits and Vegetables,171.5106,Medium,Tier 1,Supermarket Type1,1539.9954,14,0.8898100670380859
13.0,Regular,0.123089128,Snack Foods,63.6484,Small,Tier 1,Grocery Store,65.2484,28,1.553657943289758
4.555,Regular,0.034328578,Frozen Foods,110.1544,High,Tier 3,Supermarket Type1,1230.3984,26,0.8686294341808015
10.1,Regular,0.089688978,Fruits and Vegetables,225.5088,Small,Tier 3,Grocery Store,1342.2528,15,1.5027686385584516
20.7,Regular,0.121709653,Frozen Foods,119.7466,Medium,Tier 1,Supermarket Type1,2003.3922,14,0.9988951290507574
8.785,Low Fat,0.020618957,Soft Drinks,153.0656,Small,Tier 2,Supermarket Type1,4170.5712,11,0.9997660467900601
17.75,Low Fat,0.163548055,Health and Hygiene,239.3196,Small,Tier 3,Grocery Store,723.0588,15,1.5033118892500683
19.25,Low Fat,0.178192864,Dairy,54.9956,Small,Tier 1,Grocery Store,109.1912,28,1.5105123408120853
5.465,Regular,0.048625599,Baking Goods,129.2626,Small,Tier 2,Supermarket Type1,1311.626,11,1.001663302966517
17.6,Low Fat,0.170213676,Dairy,89.5856,Small,Tier 1,Grocery Store,175.7712,28,1.4739818158034599
16.75,Low Fat,0.044829295,Snack Foods,187.4556,Medium,Tier 3,Supermarket Type3,7510.224,28,0.8985211759840883
9.695,Low Fat,0.113387677,Health and Hygiene,156.9604,Medium,Tier 3,Supermarket Type3,1584.604,28,0.9072805266555581
17.75,Low Fat,0.058168807,Dairy,249.575,Small,Tier 3,Grocery Store,499.35,15,1.4758037083067452
16.2,Regular,0.016650191,Frozen Foods,97.4726,Small,Tier 2,Supermarket Type1,1174.4712,9,0.9019971838198715
20.35,Regular,0.151044881,Meat,79.2276,Small,Tier 2,Supermarket Type1,649.8208,9,0.8817474166677575
8.185,Low Fat,0.038948125,Fruits and Vegetables,115.4808,Small,Tier 2,Supermarket Type1,820.2656,6,0.8119203243443265
20.5,Low Fat,0.020688969,Fruits and Vegetables,88.183,Medium,Tier 3,Supermarket Type2,719.064,4,1.002989889432428
8.42,Low Fat,0.112249781,Health and Hygiene,64.3168,Small,Tier 2,Supermarket Type1,703.0848,9,0.8806040205695003
10.0,Low Fat,0.046116319,Frozen Foods,141.818,Small,Tier 2,Supermarket Type1,838.908,6,0.9027357327153367
7.5,Low Fat,0.050957715,Canned,122.4072,Medium,Tier 3,Supermarket Type2,2572.6512,4,1.002313593106309
6.42,Low Fat,0.053211728,Dairy,177.6002,Medium,Tier 3,Supermarket Type3,8417.7094,28,0.8769841001435918
10.6,Low Fat,0.011111714,Breads,43.8454,Small,Tier 2,Supermarket Type1,671.1264,11,0.8888487802825569
20.6,Regular,0.077029195,Snack Foods,177.2344,Small,Tier 3,Grocery Store,892.172,15,1.5034360792465153
7.51,Low Fat,0.017344679,Fruits and Vegetables,230.801,Medium,Tier 3,Supermarket Type3,5283.123,28,0.8387620465166843
16.2,Low Fat,0.019457372,Soft Drinks,153.9972,Medium,Tier 3,Supermarket Type2,1246.3776,4,0.9060276826247418
20.25,Regular,0.012063121,Canned,183.5924,Small,Tier 2,Supermarket Type1,2406.2012,6,0.8465682835949336
12.15,Low Fat,0.079755214,Health and Hygiene,36.6506,Medium,Tier 3,Supermarket Type2,493.3578,4,0.8846378974446513
18.25,Low Fat,0.074830794,Snack Foods,125.9046,Medium,Tier 3,Supermarket Type3,4482.1656,28,0.9940996019842483
8.21,Low Fat,0.044917289,Dairy,88.5198,Small,Tier 2,Supermarket Type1,1133.8574,9,0.9992989801574009
6.63,Regular,0.018310142,Snack Foods,57.7588,Small,Tier 3,Grocery Store,57.2588,15,1.3524275683463347
6.935,Regular,0.041247932,Snack Foods,101.8332,High,Tier 3,Supermarket Type1,2255.7304,26,0.9989272315621421
11.5,Regular,0.0204702,Dairy,88.254,Medium,Tier 3,Supermarket Type3,2510.066,28,0.9937858487022192
15.0,Regular,0.161404914,Canned,185.8266,Small,Tier 2,Supermarket Type1,1844.266,9,0.9989697494246089
7.825,Low Fat,0.186067862,Household,255.4698,Small,Tier 1,Supermarket Type1,5073.396,16,0.887792215777482
10.695,Low Fat,0.057792343,Fruits and Vegetables,61.4536,Small,Tier 1,Supermarket Type1,428.7752,16,1.0009125097820553
18.85,Low Fat,0.1374293684,Hard Drinks,162.0578,Small,Tier 2,Supermarket Type1,3209.156,9,1.0
12.1,Regular,0.061270647,Soft Drinks,53.2614,Medium,Tier 1,Supermarket Type1,386.8298,14,0.9989328079988072
8.945,Regular,0.087823675,Dairy,261.091,Small,Tier 2,Supermarket Type1,3418.883,11,0.8096393789214018
8.975,Regular,0.05281112,Canned,86.6224,Medium,Tier 1,Supermarket Type1,1704.448,14,0.913189384881097
20.2,Low Fat,0.112495847,Household,124.4046,Medium,Tier 1,Supermarket Type1,1120.5414,14,0.8904319475981373
6.76,Regular,0.029100745,Fruits and Vegetables,80.696,Medium,Tier 3,Supermarket Type2,559.272,4,1.0032598767785705
9.0,Low Fat,0.019546214,Household,168.1474,Small,Tier 2,Supermarket Type1,4211.185,11,1.0006469714736825
20.2,Low Fat,0.112549008,Household,123.1046,Small,Tier 2,Supermarket Type1,1120.5414,11,0.8908527298228026
19.0,Low Fat,0.15113708650000002,Household,189.1872,Small,Tier 1,Supermarket Type1,567.2616,16,1.0000000000000002
15.1,Regular,0.019917598,Frozen Foods,129.431,High,Tier 3,Supermarket Type1,3505.437,26,0.9992148695564831
14.1,Low Fat,0.089817198,Canned,142.7496,Medium,Tier 1,Supermarket Type1,3528.74,14,1.0003712789356125
20.2,Regular,0.121442754,Snack Foods,94.9752,Medium,Tier 1,Supermarket Type1,1342.2528,14,0.9997991614534649
11.395,Regular,0.069250192,Meat,232.9616,Medium,Tier 3,Supermarket Type3,3515.424,28,0.9959214820154165
7.365,Low Fat,0.159193194,Snack Foods,92.712,Medium,Tier 3,Supermarket Type3,3635.268,28,0.9954459128777604
19.7,Low Fat,0.0268653165,Household,98.1726,Medium,Tier 3,Supermarket Type3,978.726,28,1.0
11.35,Regular,0.023209537,Dairy,183.3608,Medium,Tier 3,Supermarket Type3,6064.1064,28,0.9947238298411444
20.25,Low Fat,0.148372897,Health and Hygiene,108.8938,Small,Tier 2,Supermarket Type1,3644.5892,11,1.0002362242582232
14.85,Low Fat,0.022083251499999998,Canned,187.7214,Small,Tier 3,Grocery Store,188.4214,15,0.9999999999999999
20.7,Low Fat,0.065689432,Household,149.7366,Small,Tier 3,Grocery Store,151.1366,15,1.5255848427158958
5.15,Regular,0.061301149,Meat,122.1388,Small,Tier 2,Supermarket Type1,2352.9372,11,0.900516351245181
19.1,Low Fat,0.117825569,Household,43.2796,Small,Tier 1,Grocery Store,41.2796,28,1.5801104343337504
12.6,Regular,0.04152307,Fruits and Vegetables,124.3072,High,Tier 3,Supermarket Type1,5022.7952,26,0.9009220837255772
10.1,Low Fat,0.024201905,Canned,114.915,Medium,Tier 1,Supermarket Type1,2796.36,14,0.900082470073219
15.25,Regular,0.066269294,Snack Foods,179.666,Small,Tier 2,Supermarket Type1,6471.576,6,1.0053474800383682
10.5,Regular,0.01100413,Snack Foods,167.1842,Small,Tier 2,Supermarket Type1,2984.1156,11,0.8707707306110597
15.6,Low Fat,0.250560049,Breakfast,126.9994,Small,Tier 1,Grocery Store,385.4982,28,1.5193792756190687
14.65,Regular,0.099113429,Snack Foods,52.8666,Small,Tier 2,Supermarket Type1,461.3994,9,0.9971935451157352
6.885,Regular,0.140008554,Canned,108.7228,Small,Tier 1,Supermarket Type1,2542.0244,16,0.9986188148181346
7.285,Low Fat,0.031278532,Household,176.0054,Medium,Tier 3,Supermarket Type2,2626.581,4,0.9334195489356641
11.1,Regular,0.05373063,Fruits and Vegetables,165.1526,High,Tier 3,Supermarket Type1,1480.0734,26,0.7770423376901022
19.85,Low Fat,0.025842951,Household,48.6376,Medium,Tier 3,Supermarket Type3,1677.816,28,0.9945166277834587
10.5,Low Fat,0.052555346,Frozen Foods,89.683,Small,Tier 1,Supermarket Type1,988.713,16,0.9996928069134103
8.485,Low Fat,0.10178199,Health and Hygiene,104.699,Small,Tier 1,Grocery Store,103.199,28,1.4007528934002886
20.75,Low Fat,0.021293097,Soft Drinks,151.9024,Small,Tier 2,Supermarket Type1,2732.4432,11,0.912561095139346
13.5,Regular,0.124668026,Snack Foods,261.091,Medium,Tier 3,Supermarket Type3,5522.811,28,0.9955739993761079
11.85,Regular,0.050043472,Fruits and Vegetables,164.6526,High,Tier 3,Supermarket Type1,2137.8838,26,0.887770305477143
14.0,Low Fat,0.024468806,Household,41.1454,Small,Tier 2,Supermarket Type1,503.3448,6,0.8602405774714323
20.2,Low Fat,0.01181025,Household,154.634,High,Tier 3,Supermarket Type1,4287.752,26,1.0001980028306443
19.0,Low Fat,0.027028323,Household,127.0336,Medium,Tier 1,Supermarket Type1,3962.8416,14,0.9999600435126147
16.0,Regular,0.172615327,Snack Foods,154.5972,High,Tier 3,Supermarket Type1,1869.5664,26,0.8871378289416129
20.2,Regular,0.06871772,Breakfast,155.563,Small,Tier 1,Grocery Store,469.389,28,1.5222707379662688
20.85,Low Fat,0.032421521,Baking Goods,181.666,High,Tier 3,Supermarket Type1,1438.128,26,0.9984059742894654
19.0,Low Fat,0.127983545,Snack Foods,107.6622,High,Tier 3,Supermarket Type1,1270.3464,26,0.998686261079795
13.0,Regular,0.070288365,Snack Foods,64.3484,Small,Tier 2,Supermarket Type1,2218.4456,9,0.8871951436937616
10.0,Low Fat,0.076755106,Frozen Foods,141.618,Small,Tier 3,Grocery Store,139.818,15,1.5024958270098128
17.5,Low Fat,0.052434201,Snack Foods,103.999,Small,Tier 2,Supermarket Type1,1857.582,9,0.9969275635055124
17.75,Low Fat,0.053413906,Others,181.766,Small,Tier 1,Grocery Store,179.766,28,1.5207024267092824
19.5,Low Fat,0.083019163,Canned,180.2002,Small,Tier 2,Supermarket Type1,5193.9058,6,0.9187469547421512
16.1,Regular,0.080010553,Frozen Foods,124.2362,Small,Tier 3,Grocery Store,377.5086,15,1.5037478414667425
8.6,Low Fat,0.069403341,Household,91.2146,Small,Tier 2,Supermarket Type1,2554.0088,9,0.9980588043613962
7.42,Regular,0.025616191,Snack Foods,188.1872,Medium,Tier 3,Supermarket Type3,6239.8776,28,0.8370126276182733
20.25,Low Fat,0.036326064,Dairy,220.1482,Small,Tier 1,Supermarket Type1,3066.6748,16,0.9999603743758501
9.6,Low Fat,0.085434195,Baking Goods,105.028,Small,Tier 2,Supermarket Type1,2556.672,6,0.8450698750213856
11.1,Low Fat,0.010658153,Canned,83.0908,Medium,Tier 1,Supermarket Type1,1593.9252,14,0.8904569210191171
13.0,Low Fat,0.041994899,Household,254.7014,Medium,Tier 3,Supermarket Type2,5100.028,4,0.9260469325649119
17.7,Low Fat,0.011556919,Frozen Foods,94.741,Medium,Tier 3,Supermarket Type3,1641.197,28,0.8946532077842575
20.7,Low Fat,0.029792326714285715,Household,74.3354,Medium,Tier 3,Supermarket Type2,1880.885,4,1.0
5.78,Regular,0.124110349,Snack Foods,262.3568,Small,Tier 3,Grocery Store,790.9704,15,1.5255089722834374
5.325,Regular,0.139244918,Dairy,53.0298,Medium,Tier 3,Supermarket Type2,377.5086,4,0.8840726588651758
7.5,Low Fat,0.032599801,Frozen Foods,238.1906,High,Tier 3,Supermarket Type1,3327.6684,26,0.8971604025675034
11.6,Regular,0.157075658,Breakfast,166.6474,Medium,Tier 1,Supermarket Type1,4211.185,14,0.8896015719160417
19.35,Regular,0.018472714,Snack Foods,109.9544,Medium,Tier 3,Supermarket Type3,5257.1568,28,0.9067771263609783
6.44,Low Fat,0.1057110225,Breads,99.87,Small,Tier 2,Supermarket Type1,1498.05,11,1.0
12.5,Low Fat,0.020739698,Breads,198.9742,Small,Tier 2,Supermarket Type1,995.371,11,1.0017714873383572
7.825,Low Fat,0.186825823,Household,253.5698,Medium,Tier 3,Supermarket Type2,3805.047,4,0.8914087020875301
6.865,Low Fat,0.09512291,Snack Foods,212.3218,Small,Tier 3,Grocery Store,427.4436,15,1.5415872161211122
7.5,Low Fat,0.03269312,Frozen Foods,238.7906,Small,Tier 2,Supermarket Type1,4040.7402,11,0.899728581177158
9.8,Low Fat,0.013841737,Soft Drinks,45.206,Small,Tier 1,Supermarket Type1,1211.756,16,0.9107141511035205
19.0,Regular,0.103449993,Fruits and Vegetables,225.472,Small,Tier 1,Supermarket Type1,3169.208,16,0.8988317814341005
8.27,Regular,0.089554186,Snack Foods,150.8708,Small,Tier 1,Supermarket Type1,2407.5328,16,0.8818111520963726
17.85,Low Fat,0.052257982,Snack Foods,121.8072,Medium,Tier 1,Supermarket Type1,2450.144,14,0.9037992858568454
11.8,Regular,0.170251293,Canned,116.4834,Small,Tier 2,Supermarket Type1,1958.1178,9,0.9986606888709407
20.6,Regular,0.048131556,Fruits and Vegetables,187.1556,Medium,Tier 3,Supermarket Type2,4693.89,4,0.9334195297223852
20.7,Low Fat,0.026899856,Household,73.9354,Small,Tier 1,Supermarket Type1,677.1186,16,0.902912224948891
15.25,Low Fat,0.026663778,Snack Foods,87.0198,Small,Tier 2,Supermarket Type1,2442.1544,11,0.9130599642526671
12.35,Regular,0.20693668533333334,Baking Goods,76.2328,Small,Tier 1,Supermarket Type1,1544.656,16,1.0
12.5,Regular,0.109900843,Fruits and Vegetables,83.0592,High,Tier 3,Supermarket Type1,743.0328,26,0.9986060466077307
15.2,Low Fat,0.033651278,Household,108.9912,Medium,Tier 1,Supermarket Type1,1965.4416,14,0.8499194690844378
18.25,Low Fat,0.075311837,Snack Foods,122.6046,Medium,Tier 1,Supermarket Type1,2988.1104,14,1.0004900814817304
6.71,Low Fat,0.035596378250000005,Breads,218.9166,High,Tier 3,Supermarket Type1,2394.8826,26,1.0
11.8,Low Fat,0.039996021,Health and Hygiene,176.7686,Small,Tier 1,Grocery Store,888.843,28,1.3624630733219696
6.63,Regular,0.010886324,Snack Foods,57.2588,Medium,Tier 3,Supermarket Type3,801.6232,28,0.8040879582228441
16.25,Low Fat,0.04506213,Fruits and Vegetables,167.5474,Small,Tier 1,Grocery Store,1010.6844,28,1.5566549053502001
12.35,Low Fat,0.041729735,Health and Hygiene,36.3216,Small,Tier 2,Supermarket Type1,276.9728,9,0.88714805871954
6.42,Low Fat,0.053426165,Dairy,178.7002,High,Tier 3,Supermarket Type1,4477.505,26,0.8805182428326338
14.65,Low Fat,0.083488992,Household,161.3552,Medium,Tier 1,Supermarket Type1,7148.0288,14,0.8897851511310972
13.65,Low Fat,0.0159328376,Breads,229.4668,Medium,Tier 1,Supermarket Type1,4837.7028,14,1.0
20.2,Regular,0.060045008,Fruits and Vegetables,128.3678,Medium,Tier 3,Supermarket Type2,1398.8458,4,0.834301507900205
12.5,Low Fat,0.10402738,Household,172.2448,Small,Tier 2,Supermarket Type1,1874.8928,6,0.886131489667295
15.2,Low Fat,0.083536071,Meat,255.433,Medium,Tier 3,Supermarket Type3,9227.988,28,1.0
5.48,Low Fat,0.015169739,Frozen Foods,82.225,Medium,Tier 3,Supermarket Type2,2247.075,4,0.8836418146780523
16.6,Low Fat,0.028382853,Health and Hygiene,109.4596,Small,Tier 1,Grocery Store,647.1576,28,1.290273254042086
12.1,Regular,0.061299601,Soft Drinks,56.2614,Small,Tier 2,Supermarket Type1,552.614,11,0.9994048627581246
16.7,Low Fat,0.070588621,Fruits and Vegetables,107.9912,Small,Tier 2,Supermarket Type1,1419.4856,6,0.8467165725414276
16.85,Regular,0.023201357,Snack Foods,45.9428,Small,Tier 2,Supermarket Type1,307.5996,11,1.0016287603293939
7.365,Low Fat,0.042626422,Fruits and Vegetables,227.072,Medium,Tier 1,Supermarket Type1,4074.696,14,0.9237238279605781
9.195,Low Fat,0.108501676,Snack Foods,183.6634,Small,Tier 2,Supermarket Type1,2362.9242,6,0.9026233623191952
14.3,Low Fat,0.122571209,Dairy,122.373,Small,Tier 1,Supermarket Type1,985.384,16,0.99791384898751
5.32,Low Fat,0.093408695,Health and Hygiene,101.2674,Small,Tier 2,Supermarket Type1,2241.0828,6,1.0042703265350328
14.75,Low Fat,0.032731074,Health and Hygiene,235.6906,Medium,Tier 3,Supermarket Type3,5704.5744,28,0.9941495776681057
13.65,Regular,0.043386131,Snack Foods,80.2302,Small,Tier 3,Grocery Store,79.2302,15,1.5261190914513885
12.6,Regular,0.021969896,Fruits and Vegetables,248.6092,Small,Tier 1,Supermarket Type1,3237.1196,16,0.8568759589928504
7.67,Low Fat,0.183948465,Household,33.6216,Medium,Tier 3,Supermarket Type3,934.7832,28,0.9170444124351702
10.6,Regular,0.033052168,Breakfast,49.7008,Small,Tier 1,Supermarket Type1,961.4152,16,0.842533952592131
8.63,Low Fat,0.054443762,Snack Foods,184.6582,Small,Tier 1,Grocery Store,185.7582,28,1.5216391623493513
8.6,Regular,0.040172077,Canned,188.553,High,Tier 3,Supermarket Type1,3795.06,26,0.9974615952136933
19.85,Low Fat,0.175995526,Fruits and Vegetables,224.0772,Small,Tier 1,Supermarket Type1,1556.6404,16,0.9029122281182009
9.3,Low Fat,0.042530668,Hard Drinks,125.5388,Small,Tier 2,Supermarket Type1,2848.2924,6,1.0045873839472372
11.6,Regular,0.274592283,Breakfast,167.8474,Small,Tier 1,Grocery Store,336.8948,28,1.5551596581108358
7.76,Low Fat,0.059594017,Snack Foods,99.67,Medium,Tier 3,Supermarket Type2,1897.53,4,0.8917236394000452
10.895,Low Fat,0.136784873,Dairy,265.2568,Small,Tier 2,Supermarket Type1,4218.5088,9,0.9108046809849791
10.8,Low Fat,0.05222907933333334,Soft Drinks,238.1564,Medium,Tier 3,Supermarket Type2,5243.8408,4,1.0000000000000002
